,original_title,runtime,genres,production_companies,release_date,release_year,budget_adj,revenue_adj,number_of_companies,budget_per_company,Company,revenue_per_company,Profit
856,Dolphin Tale 2,107.0,Family|Drama,Alcon Entertainment|Color Force|Boxing Cat Films,9/12/14,2014,33159277,48287768,3,11053092,"['Alcon Entertainment', 'Color Force', 'Boxing Cat Films']",16095922,15128491
861,The Woman in Black 2: Angel of Death,90.0,Thriller|Horror|Drama,Vertigo Entertainment|Hammer Film Productions|Alliance Films|Talisman Productions|Exclusive Media Group,12/30/14,2014,921091,24410131,5,184218,"['Vertigo Entertainment', 'Hammer Film Productions', 'Alliance Films', 'Talisman Productions', 'Exclusive Media Group']",4882026,23489040
864,Muppets Most Wanted,112.0,Comedy|Adventure|Crime|Family,Buena Vista|Disney,3/20/14,2014,46054552,74040166,2,23027276,"['Buena Vista', 'Disney']",37020083,27985614
870,Tusk,102.0,Comedy|Drama|Horror,Phase 4 Films|Demarest Films|SModcast Pictures|A24,9/19/14,2014,2579054,1682561,4,644763,"['Phase 4 Films', 'Demarest Films', 'SModcast Pictures', 'A24']",420640,-896493
878,5 Flights Up,92.0,Drama,Revelations Entertainment|Lascaux Films|Latitude Productions,9/5/14,2014,5526546,940361,3,1842182,"['Revelations Entertainment', 'Lascaux Films', 'Latitude Productions']",313453,-4586185
881,Heaven is for Real,99.0,Drama,TriStar Pictures|Screen Gems|Roth Films,4/16/14,2014,11053092,93336884,3,3684364,"['TriStar Pictures', 'Screen Gems', 'Roth Films']",31112294,82283792
896,The Legend of Hercules,99.0,Action|Adventure,Millennium Films,1/10/14,2014,64476373,56443954,1,64476373,['Millennium Films'],56443954,-8032419
901,And So It Goes,94.0,Comedy|Drama|Romance,Castle Rock Entertainment|Envision Entertainment|ASIG Productions,7/20/14,2014,27632731,23315013,3,9210910,"['Castle Rock Entertainment', 'Envision Entertainment', 'ASIG Productions']",7771671,-4317718
910,Life After Beth,90.0,Romance|Comedy|Horror,Abbolita Productions|Starstream Entertainment|Destro Films|A24,8/15/14,2014,2210618,81307,4,552654,"['Abbolita Productions', 'Starstream Entertainment', 'Destro Films', 'A24']",20326,-2129311
924,Miss Julie,120.0,Drama,Maipo Film- og TV Produksjon,9/7/14,2014,5066000,4605455,1,5066000,['Maipo Film- og TV Produksjon'],4605455,-460545
940,Song One,86.0,Drama,Worldview Entertainment,1/20/14,2014,5526546,29706,1,5526546,['Worldview Entertainment'],29706,-5496840
942,A Girl Walks Home Alone at Night,99.0,Horror|Romance,SpectreVision|Black Light District|Say Ahh Productions|Logan Pictures,1/19/14,2014,921091,363830,4,230272,"['SpectreVision', 'Black Light District', 'Say Ahh Productions', 'Logan Pictures']",90957,-557261
944,Afflicted,85.0,Horror|Thriller,TÃ©lÃ©film Canada|Panorama Films|Automatik Entertainment,4/4/14,2014,292906,111616,3,97635,"['TÃ©lÃ©film Canada', 'Panorama Films', 'Automatik Entertainment']",37205,-181290
947,Beyond the Lights,116.0,Drama,Relativity Media,9/10/14,2014,6447637,13465178,1,6447637,['Relativity Media'],13465178,7017541
954,Moms' Night Out,98.0,Comedy,TriStar Pictures|Provident Films|Pure Flix Entertainment|Affirm Films|FourBoys Entertainment,3/25/14,2014,4605455,9606709,5,921091,"['TriStar Pictures', 'Provident Films', 'Pure Flix Entertainment', 'Affirm Films', 'FourBoys Entertainment']",1921341,5001254
956,Earth to Echo,89.0,Family|Adventure|Science Fiction,Walt Disney Studios Motion Pictures|Panay Films,7/2/14,2014,11974183,41725424,2,5987091,"['Walt Disney Studios Motion Pictures', 'Panay Films']",20862712,29751241
976,The Gambler,111.0,Thriller|Crime|Drama,Paramount Pictures|Winkler Films,12/25/14,2014,23027276,36080177,2,11513638,"['Paramount Pictures', 'Winkler Films']",18040088,13052901
983,The Grand Seduction,112.0,Comedy,Max Films Productions|Morag Loves Company,5/30/14,2014,11697856,3159358,2,5848928,"['Max Films Productions', 'Morag Loves Company']",1579679,-8538498
985,Joe,118.0,Drama,Worldview Entertainment|Muskat Filmed Properties|Dreambridge Films|Rough House Pictures,4/10/14,2014,3684364,2178810,4,921091,"['Worldview Entertainment', 'Muskat Filmed Properties', 'Dreambridge Films', 'Rough House Pictures']",544702,-1505554
1004,Parts Per Billion,139.0,Science Fiction,Benaroya Pictures|XYZ Films|PalmStar Entertainment|Miscellaneous Entertainment|Traverse Media,3/25/14,2014,460545,13816365,5,92109,"['Benaroya Pictures', 'XYZ Films', 'PalmStar Entertainment', 'Miscellaneous Entertainment', 'Traverse Media']",2763273,13355820
1006,Better Living Through Chemistry,91.0,Drama|Comedy,Aegis Film Fund|Altus Productions|Ealing Metro International|Occupant Entertainment,3/14/14,2014,4605455,69213,4,1151363,"['Aegis Film Fund', 'Altus Productions', 'Ealing Metro International', 'Occupant Entertainment']",17303,-4536242
1023,God's Not Dead,113.0,Drama,Pure Flix Entertainment,3/21/14,2014,15658547,27438381,1,15658547,['Pure Flix Entertainment'],27438381,11779834
1042,Devil's Due,89.0,Horror,Twentieth Century Fox Film Corporation|Davis Entertainment|TSG Entertainment,1/8/14,2014,6447637,33559008,3,2149212,"['Twentieth Century Fox Film Corporation', 'Davis Entertainment', 'TSG Entertainment']",11186336,27111371
1069,My Old Lady,107.0,Romance|Comedy|Drama,BBC Films|Cohen Media Group|Deux Chevaux Films,9/9/14,2014,4605455,3697062,3,1535151,"['BBC Films', 'Cohen Media Group', 'Deux Chevaux Films']",1232354,-908393
1131,Aloft,112.0,Drama,Arcadia Motion Pictures|Wanda VisiÃ³n S.A.|Buffalo Gal Pictures,2/12/14,2014,7368728,48897,3,2456242,"['Arcadia Motion Pictures', 'Wanda VisiÃ³n S.A.', 'Buffalo Gal Pictures']",16299,-7319831
1179,Mrs. Brown's Boys D'Movie,94.0,Comedy,BBC Films|That's Nice Films|BocFlix,6/27/14,2014,5434437,21185094,3,1811479,"['BBC Films', ""That's Nice Films"", 'BocFlix']",7061698,15750657
1329,Star Wars,121.0,Adventure|Action|Science Fiction,Lucasfilm|Twentieth Century Fox Film Corporation,3/20/77,1977,39575591,2789712242,2,19787795,"['Lucasfilm', 'Twentieth Century Fox Film Corporation']",1394856121,2750136651
1330,The Spy Who Loved Me,125.0,Adventure|Action|Thriller,Eon Productions|Metro-Goldwyn-Mayer (MGM)|Danjaq,7/7/77,1977,50368934,667167740,3,16789644,"['Eon Productions', 'Metro-Goldwyn-Mayer (MGM)', 'Danjaq']",222389246,616798806
1331,The Rescuers,78.0,Fantasy|Family|Animation|Adventure,Walt Disney Productions,6/22/77,1977,4317337,256219102,1,4317337,['Walt Disney Productions'],256219102,251901765
1332,Annie Hall,93.0,Comedy|Drama|Romance,United Artists,4/19/77,1977,14391124,137620251,1,14391124,['United Artists'],137620251,123229127
1334,Close Encounters of the Third Kind,135.0,Science Fiction|Drama,Columbia Pictures Corporation|EMI Films|Julia Phillips and Michael Phillips Productions,11/16/77,1977,71955620,1092964988,3,23985206,"['Columbia Pictures Corporation', 'EMI Films', 'Julia Phillips and Michael Phillips Productions']",364321662,1021009368
1335,A Bridge Too Far,175.0,Drama|History|War,Joseph E. Levine Productions,6/15/77,1977,79151182,182587387,1,79151182,['Joseph E. Levine Productions'],182587387,103436205
1338,Sinbad and the Eye of the Tiger,113.0,Action|Adventure|Family|Fantasy|Science Fiction,Columbia Pictures|Andor Films,7/15/77,1977,12592233,57564496,2,6296116,"['Columbia Pictures', 'Andor Films']",28782248,44972263
1340,Saturday Night Fever,118.0,Drama|Music,Paramount Pictures|Robert Stigwood Organization (RSO),12/16/77,1977,12592233,853081315,2,6296116,"['Paramount Pictures', 'Robert Stigwood Organization (RSO)']",426540657,840489082
1341,High Anxiety,94.0,Comedy|Music,Twentieth Century Fox Film Corporation|Crossbow Productions,12/25/77,1977,12232455,111758008,2,6116227,"['Twentieth Century Fox Film Corporation', 'Crossbow Productions']",55879004,99525553
1344,The Gauntlet,109.0,Drama|Action|Crime|Thriller,Malpaso Productions|Warner Bros.,12/21/77,1977,19787795,95034155,2,9893897,"['Malpaso Productions', 'Warner Bros.']",47517077,75246360
1351,Exorcist II: The Heretic,118.0,Horror|Thriller|Fantasy,Warner Bros.,6/17/77,1977,50368934,110628679,1,50368934,['Warner Bros.'],110628679,60259745
1352,Airport '77,114.0,Action|Adventure|Drama|Thriller,Universal Pictures,3/11/77,1977,21586686,107933430,1,21586686,['Universal Pictures'],107933430,86346744
1354,Eraserhead,89.0,Science Fiction|Fantasy|Horror|Drama,American Film Institute (AFI)|Libra Films,3/19/77,1977,35977,25184467,2,17988,"['American Film Institute (AFI)', 'Libra Films']",12592233,25148490
1363,Orca: The Killer Whale,92.0,Drama|Adventure|Horror,Dino de Laurentiis Cinematografica,7/22/77,1977,21586686,52951615,1,21586686,['Dino de Laurentiis Cinematografica'],52951615,31364929
1364,Sorcerer,121.0,Action|Thriller|Adventure,Paramount Pictures|Universal Pictures|Film Properties International N.V.,6/24/77,1977,79151182,43173372,3,26383727,"['Paramount Pictures', 'Universal Pictures', 'Film Properties International N.V.']",14391124,-35977810
1365,The Last Wave,106.0,Drama|Thriller|Mystery,Australian Film Commission,1/1/77,1977,2914202,4526008,1,2914202,['Australian Film Commission'],4526008,1611806
1368,Kingdom of the Spiders,97.0,Horror|Science Fiction,Arachnid Productions Ltd.,8/24/77,1977,1798890,61162277,1,1798890,['Arachnid Productions Ltd.'],61162277,59363387
1370,Wizards,80.0,Animation|Fantasy|Science Fiction,20th Century Fox,2/9/77,1977,4317337,32380029,1,4317337,['20th Century Fox'],32380029,28062692
1372,The Hills Have Eyes,89.0,Horror,Blood Relations Co.,7/22/77,1977,827489,89944525,1,827489,['Blood Relations Co.'],89944525,89117036
1386,Avatar,162.0,Action|Adventure|Fantasy|Science Fiction,Ingenious Film Partners|Twentieth Century Fox Film Corporation|Dune Entertainment|Lightstorm Entertainment,12/10/09,2009,240886902,2827123750,4,60221725,"['Ingenious Film Partners', 'Twentieth Century Fox Film Corporation', 'Dune Entertainment', 'Lightstorm Entertainment']",706780937,2586236848
1387,Inglourious Basterds,153.0,Drama|Action|Thriller|War,Universal Pictures|A Band Apart|Zehnte Babelsberg|Visiona Romantica,8/18/09,2009,71148030,324364937,4,17787007,"['Universal Pictures', 'A Band Apart', 'Zehnte Babelsberg', 'Visiona Romantica']",81091234,253216907
1388,Underworld: Rise of the Lycans,92.0,Fantasy|Action|Adventure|Science Fiction|Thriller,Lakeshore Entertainment|Screen Gems|Sketch Films|UW3 Film Productions,1/22/09,2009,35574015,92825002,4,8893503,"['Lakeshore Entertainment', 'Screen Gems', 'Sketch Films', 'UW3 Film Productions']",23206250,57250987
1389,Harry Potter and the Half-Blood Prince,153.0,Adventure|Fantasy|Family,Warner Bros.|Heyday Films,7/7/09,2009,254100108,949276533,2,127050054,"['Warner Bros.', 'Heyday Films']",474638266,695176425
1390,Up,96.0,Animation|Comedy|Family|Adventure,Walt Disney Pictures|Pixar Animation Studios,5/13/09,2009,177870075,743337082,2,88935037,"['Walt Disney Pictures', 'Pixar Animation Studios']",371668541,565467007
1391,Star Trek,127.0,Science Fiction|Action|Adventure,Paramount Pictures|Spyglass Entertainment|Bad Robot|MavroCine Pictures GmbH & Co. KG,5/6/09,2009,152460065,392005772,4,38115016,"['Paramount Pictures', 'Spyglass Entertainment', 'Bad Robot', 'MavroCine Pictures GmbH & Co. KG']",98001443,239545707
1392,Terminator Salvation,115.0,Drama|Action|Thriller|Science Fiction,Columbia Pictures|The Halcyon Company|Wonderland Sound and Vision|Warner Bros.,5/20/09,2009,203280086,377443351,4,50820021,"['Columbia Pictures', 'The Halcyon Company', 'Wonderland Sound and Vision', 'Warner Bros.']",94360837,174163265
1393,District 9,112.0,Action|Thriller|Science Fiction,WingNut Films|TriStar Pictures|Key Creatives|Block / Hanson|Canadian Film or Video Production Tax Credit (CPTC),8/5/09,2009,30492013,214277144,5,6098402,"['WingNut Films', 'TriStar Pictures', 'Key Creatives', 'Block / Hanson', 'Canadian Film or Video Production Tax Credit (CPTC)']",42855428,183785131
1394,Sherlock Holmes,128.0,Adventure|Drama|Action|Comedy|Thriller,Village Roadshow Pictures|Silver Pictures|Warner Bros.|Internationale Filmproduktion Blackbird Dritte|Wigram Productions,1/7/09,2009,91476039,532622976,5,18295207,"['Village Roadshow Pictures', 'Silver Pictures', 'Warner Bros.', 'Internationale Filmproduktion Blackbird Dritte', 'Wigram Productions']",106524595,441146937
1395,(500) Days of Summer,95.0,Comedy|Drama|Romance,Fox Searchlight Pictures|Watermark|Dune Entertainment III,7/17/09,2009,7623003,61718613,3,2541001,"['Fox Searchlight Pictures', 'Watermark', 'Dune Entertainment III']",20572871,54095610
1396,Ice Age: Dawn of the Dinosaurs,94.0,Animation|Comedy|Family|Adventure,Blue Sky Studios|Twentieth Century Fox Animation,6/29/09,2009,91476039,901228865,2,45738019,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",450614432,809752826
1397,The Hangover,100.0,Comedy,Legendary Pictures|Green Hat Films|Warner Bros.|IFP Westcoast Erste,6/5/09,2009,35574015,466802856,4,8893503,"['Legendary Pictures', 'Green Hat Films', 'Warner Bros.', 'IFP Westcoast Erste']",116700714,431228841
1398,Watchmen,162.0,Action|Mystery|Science Fiction,Paramount Pictures|DC Comics|Lawrence Gordon Productions|Legendary Pictures|Warner Bros.,3/5/09,2009,132132056,188297310,5,26426411,"['Paramount Pictures', 'DC Comics', 'Lawrence Gordon Productions', 'Legendary Pictures', 'Warner Bros.']",37659462,56165254
1399,2012,158.0,Action|Adventure|Science Fiction,Columbia Pictures|Centropolis Entertainment|The Mark Gordon Company|Farewell Productions,10/10/09,2009,203280086,782276248,4,50820021,"['Columbia Pictures', 'Centropolis Entertainment', 'The Mark Gordon Company', 'Farewell Productions']",195569062,578996162
1400,9,79.0,Action|Adventure|Animation|Science Fiction|Thriller,Focus Films|Starz Animation|Relativity Media|Tim Burton Productions|Arc Productions,8/19/09,2009,30492013,49222304,5,6098402,"['Focus Films', 'Starz Animation', 'Relativity Media', 'Tim Burton Productions', 'Arc Productions']",9844460,18730291
1401,Angels & Demons,138.0,Thriller|Mystery,Columbia Pictures|Imagine Entertainment|Panorama Films|Skylark Productions,5/13/09,2009,152460065,362462054,4,38115016,"['Columbia Pictures', 'Imagine Entertainment', 'Panorama Films', 'Skylark Productions']",90615513,210001989
1402,The Princess and the Frog,97.0,Romance|Family|Animation|Music,Walt Disney Pictures|Walt Disney Animation Studios,12/8/09,2009,106722045,271425431,2,53361022,"['Walt Disney Pictures', 'Walt Disney Animation Studios']",135712715,164703386
1403,The Blind Side,129.0,Drama,Alcon Entertainment|Left Tackle Pictures|Zucker/Netter Productions,11/20/09,2009,29475612,314279459,3,9825204,"['Alcon Entertainment', 'Left Tackle Pictures', 'Zucker/Netter Productions']",104759819,284803847
1404,Zombieland,88.0,Comedy|Horror,Columbia Pictures,10/7/09,2009,23987050,104070645,1,23987050,['Columbia Pictures'],104070645,80083595
1405,The Twilight Saga: New Moon,130.0,Adventure|Fantasy|Drama|Romance,Summit Entertainment|Maverick Films|Imprint Entertainment|Sunswept Entertainment|Temple Hill Entertainment,3/15/09,2009,50820021,721468940,5,10164004,"['Summit Entertainment', 'Maverick Films', 'Imprint Entertainment', 'Sunswept Entertainment', 'Temple Hill Entertainment']",144293788,670648919
1406,He's Just Not That Into You,129.0,Comedy|Romance|Drama,New Line Cinema|Flower Films (II)|Internationale Filmproduktion Blackswan,2/6/09,2009,40656017,180166572,3,13552005,"['New Line Cinema', 'Flower Films (II)', 'Internationale Filmproduktion Blackswan']",60055524,139510555
1407,G.I. Joe: The Rise of Cobra,118.0,Adventure|Action|Thriller|Science Fiction,Paramount Pictures|Spyglass Entertainment|Di Bonaventura Pictures|Hasbro|Kontsept Film Company,8/4/09,2009,177870075,307429640,5,35574015,"['Paramount Pictures', 'Spyglass Entertainment', 'Di Bonaventura Pictures', 'Hasbro', 'Kontsept Film Company']",61485928,129559565
1408,The Proposal,108.0,Comedy|Romance|Drama,Touchstone Pictures|Mandeville Films|Kurtzman/Orci,6/1/09,2009,40656017,322580119,3,13552005,"['Touchstone Pictures', 'Mandeville Films', 'Kurtzman/Orci']",107526706,281924102
1410,The Ugly Truth,96.0,Comedy|Romance,Lakeshore Entertainment|Relativity Media,7/24/09,2009,38623216,208665898,2,19311608,"['Lakeshore Entertainment', 'Relativity Media']",104332949,170042682
1411,Cloudy with a Chance of Meatballs,90.0,Animation|Comedy|Family,Columbia Pictures|Sony Pictures Animation,9/17/09,2009,101640043,246973582,2,50820021,"['Columbia Pictures', 'Sony Pictures Animation']",123486791,145333539
1412,Fantastic Mr. Fox,87.0,Adventure|Animation|Comedy|Family,Twentieth Century Fox Film Corporation|Regency Enterprises|Indian Paintbrush|Twentieth Century Fox Animation|American Empirical Pictures,10/23/09,2009,40656017,47233167,5,8131203,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'Indian Paintbrush', 'Twentieth Century Fox Animation', 'American Empirical Pictures']",9446633,6577150
1413,Coraline,100.0,Animation|Family,Focus Features|Laika Entertainment,2/5/09,2009,60984026,126639833,2,30492013,"['Focus Features', 'Laika Entertainment']",63319916,65655807
1414,Night at the Museum: Battle of the Smithsonian,105.0,Adventure|Fantasy|Action|Comedy|Family,Twentieth Century Fox Film Corporation|1492 Pictures|Dune Entertainment|21 Laps Entertainment|Museum Canada Productions,5/20/09,2009,152460065,419881290,5,30492013,"['Twentieth Century Fox Film Corporation', '1492 Pictures', 'Dune Entertainment', '21 Laps Entertainment', 'Museum Canada Productions']",83976258,267421225
1415,17 Again,102.0,Comedy,New Line Cinema|Offspring Entertainment,3/11/09,2009,20328008,138502321,2,10164004,"['New Line Cinema', 'Offspring Entertainment']",69251160,118174313
1416,A Christmas Carol,96.0,Animation|Drama,Walt Disney|ImageMovers,11/4/09,2009,203280086,330567839,2,101640043,"['Walt Disney', 'ImageMovers']",165283919,127287753
1418,The Lovely Bones,136.0,Fantasy|Drama,WingNut Films|DreamWorks SKG|Key Creatives|Film4|Goldcrest Pictures,12/26/09,2009,66066028,95059446,5,13213205,"['WingNut Films', 'DreamWorks SKG', 'Key Creatives', 'Film4', 'Goldcrest Pictures']",19011889,28993418
1419,Paul Blart: Mall Cop,91.0,Action|Adventure|Comedy|Family,Columbia Pictures|Happy Madison Productions|Relativity Media,1/15/09,2009,26426411,186299217,3,8808803,"['Columbia Pictures', 'Happy Madison Productions', 'Relativity Media']",62099739,159872806
1420,Hachi: A Dog's Tale,93.0,Drama|Family,Grand Army Entertainment|Scion Films|Inferno Distribution|Stage 6 Films|Hachiko,6/13/09,2009,16262406,48585352,5,3252481,"['Grand Army Entertainment', 'Scion Films', 'Inferno Distribution', 'Stage 6 Films', 'Hachiko']",9717070,32322946
